run,step,layer,t,dim,p_at_L_5_linear,p_at_L_5_mlp,p_at_L,p_at_L_2,p_at_L_5,contact_n_test,cath_level,cath_acc,cath_f1,cath_classes,manifest,ckpt_path,error
baseline_512_sm,450000,2,0.75,512,0.5708,0.5828,0.3900,0.4858,0.5828,40,T,0.4444,0.2619,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,3,0.75,512,0.6156,0.6390,0.4153,0.5272,0.6390,40,T,0.4444,0.2619,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,4,0.75,512,0.6080,0.6177,0.4103,0.5286,0.6177,40,T,0.4444,0.2619,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,5,0.75,512,0.6106,0.6214,0.4156,0.5271,0.6214,40,T,0.5556,0.3048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,6,0.75,512,0.6210,0.6302,0.4180,0.5310,0.6302,40,T,0.5556,0.3048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,7,0.75,512,0.6136,0.6239,0.4171,0.5287,0.6239,40,T,0.5556,0.3048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,8,0.75,512,0.6125,0.6180,0.4204,0.5241,0.6180,40,T,0.5556,0.3048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,9,0.75,512,0.6154,0.6229,0.4162,0.5242,0.6229,40,T,0.5556,0.3048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,0,0.50,512,0.1300,0.1454,0.1076,0.1203,0.1454,40,T,0.4444,0.3571,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,1,0.50,512,0.1784,0.1919,0.1622,0.1771,0.1919,40,T,0.5556,0.4626,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,2,0.50,512,0.2027,0.2072,0.1685,0.1804,0.2072,40,T,0.5556,0.4626,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,3,0.50,512,0.2180,0.2199,0.1724,0.1885,0.2199,40,T,0.5556,0.4150,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,4,0.50,512,0.2270,0.2098,0.1700,0.1934,0.2098,40,T,0.5556,0.4150,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,5,0.50,512,0.2239,0.2079,0.1750,0.1925,0.2079,40,T,0.5556,0.4150,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,6,0.50,512,0.2174,0.2174,0.1734,0.1906,0.2174,40,T,0.5556,0.4150,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,7,0.50,512,0.2222,0.2198,0.1721,0.1930,0.2198,40,T,0.5556,0.4150,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,8,0.50,512,0.2215,0.2110,0.1733,0.1909,0.2110,40,T,0.5556,0.4150,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
baseline_512_sm,450000,9,0.50,512,0.2153,0.2133,0.1761,0.1896,0.2133,40,T,0.5556,0.4150,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_baseline_v2/checkpoints/chk_epoch=00000006_step=000000450000-EMA.ckpt,
repa_l0_512_sm,830000,0,1.00,512,0.9015,0.9195,0.6190,0.7968,0.9195,40,T,0.6667,0.4667,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,1,1.00,512,0.9269,0.9306,0.6294,0.8094,0.9306,40,T,0.6667,0.4762,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,2,1.00,512,0.9465,0.9491,0.6785,0.8544,0.9491,40,T,0.5556,0.3673,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,3,1.00,512,0.9324,0.9355,0.6669,0.8446,0.9355,40,T,0.5556,0.3524,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,4,1.00,512,0.9286,0.9328,0.6589,0.8344,0.9328,40,T,0.6667,0.4667,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,5,1.00,512,0.9000,0.9087,0.6481,0.8143,0.9087,40,T,0.5556,0.3524,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,6,1.00,512,0.8912,0.9135,0.6508,0.8177,0.9135,40,T,0.5556,0.3524,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,7,1.00,512,0.9104,0.9404,0.6638,0.8366,0.9404,40,T,0.5556,0.3524,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,8,1.00,512,0.9148,0.9333,0.6556,0.8292,0.9333,40,T,0.5556,0.3524,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,9,1.00,512,0.9238,0.9326,0.6516,0.8215,0.9326,40,T,0.7778,0.6667,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,0,0.75,512,0.4531,0.5194,0.3503,0.4285,0.5194,40,T,0.7778,0.7381,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,1,0.75,512,0.4843,0.5007,0.3307,0.4129,0.5007,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,2,0.75,512,0.6205,0.6404,0.4143,0.5292,0.6404,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,3,0.75,512,0.6407,0.6753,0.4393,0.5603,0.6753,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,4,0.75,512,0.6359,0.6980,0.4587,0.5811,0.6980,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,5,0.75,512,0.5907,0.6757,0.4488,0.5670,0.6757,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,6,0.75,512,0.5704,0.5877,0.3946,0.4893,0.5877,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,7,0.75,512,0.5319,0.5458,0.3751,0.4617,0.5458,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,8,0.75,512,0.5311,0.5680,0.3799,0.4685,0.5680,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,9,0.75,512,0.5249,0.5638,0.3801,0.4715,0.5638,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,0,0.50,512,0.0906,0.1430,0.1199,0.1390,0.1430,40,T,0.6667,0.6429,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,1,0.50,512,0.1152,0.1241,0.1274,0.1329,0.1241,40,T,0.8889,0.9048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,2,0.50,512,0.2312,0.2535,0.1808,0.2167,0.2535,40,T,0.8889,0.9048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,3,0.50,512,0.2279,0.2601,0.1885,0.2197,0.2601,40,T,0.8889,0.9048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,4,0.50,512,0.2302,0.2646,0.1944,0.2358,0.2646,40,T,0.8889,0.9048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,5,0.50,512,0.2223,0.2722,0.2012,0.2320,0.2722,40,T,0.8889,0.9048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,6,0.50,512,0.2433,0.2449,0.1868,0.2126,0.2449,40,T,0.8889,0.9048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,7,0.50,512,0.2332,0.2299,0.1924,0.2201,0.2299,40,T,0.8889,0.9048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,8,0.50,512,0.2288,0.2412,0.1913,0.2177,0.2412,40,T,0.8889,0.9048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l0_512_sm,830000,9,0.50,512,0.2265,0.2734,0.2028,0.2333,0.2734,40,T,0.8889,0.9048,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer0_v2/checkpoints/chk_epoch=00000007_step=000000830000-EMA.ckpt,
repa_l4_512_sm,840000,0,1.00,512,0.9340,0.9427,0.6636,0.8415,0.9427,40,T,0.5556,0.3238,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,1,1.00,512,0.9320,0.9359,0.6385,0.8198,0.9359,40,T,0.6667,0.4762,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,2,1.00,512,0.9146,0.9394,0.6535,0.8391,0.9394,40,T,0.6667,0.4762,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,3,1.00,512,0.9165,0.9260,0.6363,0.8123,0.9260,40,T,0.5556,0.3810,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,4,1.00,512,0.8897,0.9126,0.6267,0.7895,0.9126,40,T,0.6667,0.5429,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,5,1.00,512,0.8729,0.9135,0.6250,0.7859,0.9135,40,T,0.6667,0.5429,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,6,1.00,512,0.8718,0.8915,0.6023,0.7742,0.8915,40,T,0.6667,0.5429,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,7,1.00,512,0.8700,0.8913,0.5943,0.7631,0.8913,40,T,0.6667,0.5429,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,8,1.00,512,0.8746,0.8861,0.5857,0.7475,0.8861,40,T,0.6667,0.5429,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,9,1.00,512,0.8103,0.8918,0.5849,0.7551,0.8918,40,T,0.6667,0.5429,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,0,0.75,512,0.3096,0.3239,0.2452,0.2810,0.3239,40,T,0.7778,0.7143,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,1,0.75,512,0.3181,0.3240,0.2400,0.2773,0.3240,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,2,0.75,512,0.6026,0.6121,0.3902,0.4966,0.6121,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,3,0.75,512,0.5573,0.6166,0.4128,0.5172,0.6166,40,T,0.7778,0.6381,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,4,0.75,512,0.5488,0.6381,0.4011,0.5011,0.6381,40,T,0.8889,0.8095,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,5,0.75,512,0.5905,0.6701,0.4233,0.5332,0.6701,40,T,0.8889,0.8095,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,6,0.75,512,0.6050,0.6754,0.4505,0.5653,0.6754,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,7,0.75,512,0.5832,0.6685,0.4527,0.5637,0.6685,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,8,0.75,512,0.5857,0.6504,0.4454,0.5581,0.6504,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,9,0.75,512,0.5544,0.5807,0.3723,0.4783,0.5807,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,0,0.50,512,0.0655,0.0545,0.0529,0.0523,0.0545,40,T,0.5556,0.4524,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,1,0.50,512,0.0744,0.0564,0.0526,0.0508,0.0564,40,T,0.7778,0.6381,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,2,0.50,512,0.2207,0.2536,0.1661,0.2002,0.2536,40,T,0.7778,0.7619,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,3,0.50,512,0.2203,0.2311,0.1821,0.2078,0.2311,40,T,0.6667,0.7238,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,4,0.50,512,0.2095,0.2392,0.1839,0.2086,0.2392,40,T,0.8889,0.8095,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,5,0.50,512,0.2440,0.2515,0.1871,0.2144,0.2515,40,T,1.0000,1.0000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,6,0.50,512,0.2419,0.2500,0.1948,0.2322,0.2500,40,T,0.8889,0.9238,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,7,0.50,512,0.2530,0.2395,0.1949,0.2220,0.2395,40,T,0.8889,0.9238,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,8,0.50,512,0.2475,0.2620,0.1974,0.2327,0.2620,40,T,0.8889,0.9238,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4_512_sm,840000,9,0.50,512,0.2187,0.2387,0.1823,0.2113,0.2387,40,T,0.8889,0.9238,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,0,1.00,512,0.9492,0.9455,0.6853,0.8553,0.9455,40,T,0.4444,0.2381,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,1,1.00,512,0.9391,0.9417,0.6827,0.8508,0.9417,40,T,0.5556,0.3000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,2,1.00,512,0.9411,0.9403,0.6701,0.8431,0.9403,40,T,0.5556,0.3000,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,3,1.00,512,0.9326,0.9335,0.6533,0.8260,0.9335,40,T,0.6667,0.4762,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,4,1.00,512,0.8994,0.9035,0.6229,0.7988,0.9035,40,T,0.6667,0.4667,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,5,1.00,512,0.9012,0.9084,0.6337,0.8054,0.9084,40,T,0.6667,0.5429,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,6,1.00,512,0.8819,0.8893,0.5977,0.7677,0.8893,40,T,0.7778,0.6381,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,7,1.00,512,0.8897,0.8932,0.6038,0.7732,0.8932,40,T,0.7778,0.6381,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,8,1.00,512,0.8722,0.8774,0.5839,0.7504,0.8774,40,T,0.7778,0.6381,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,9,1.00,512,0.8554,0.8848,0.5906,0.7645,0.8848,40,T,0.7778,0.6381,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,0,0.75,512,0.3456,0.3425,0.2564,0.2931,0.3425,40,T,0.5556,0.3810,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,1,0.75,512,0.3083,0.3123,0.2484,0.2864,0.3123,40,T,0.6667,0.5429,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,2,0.75,512,0.6107,0.6093,0.3869,0.4953,0.6093,40,T,0.6667,0.5429,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,3,0.75,512,0.5946,0.6192,0.4047,0.5074,0.6192,40,T,0.6667,0.5429,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,4,0.75,512,0.5755,0.6370,0.4092,0.5068,0.6370,40,T,0.7778,0.6571,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,5,0.75,512,0.5688,0.6274,0.4089,0.5089,0.6274,40,T,0.8889,0.8095,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,6,0.75,512,0.5405,0.6764,0.4439,0.5604,0.6764,40,T,0.8889,0.8095,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,7,0.75,512,0.5319,0.6718,0.4543,0.5706,0.6718,40,T,0.8889,0.8095,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,8,0.75,512,0.5388,0.6118,0.3997,0.5049,0.6118,40,T,0.8889,0.8095,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,9,0.75,512,0.5297,0.5343,0.3553,0.4447,0.5343,40,T,0.8889,0.8095,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,0,0.50,512,0.0675,0.0638,0.0674,0.0716,0.0638,40,T,0.4444,0.2483,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l9_512_sm,840000,1,0.50,512,0.0702,0.0615,0.0599,0.0533,0.0615,40,T,0.4444,0.3810,7,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_layer9_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
